headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
I Created ‘The X-Files.’ Here’s Why I’m Skeptical of the New U.F.O. Report.,2021-06-25 09:00:19+00:00,“Could the government actually be telling the truth? Or is the truth above top secret?” asks “X-Files” creator Chris Carter.,https://www.nytimes.com/2021/06/25/opinion/chris-carter-aliens-ufo-xfiles.html,1239,“Could the government actually be telling the truth? Or is the truth above top secret?” asks “X-Files” creator Chris Carter.,OpEd,Opinion,,Op-Ed,By Chris Carter,
They Seemed Like Democratic Activists. They Were Secretly Conservative Spies.,2021-06-25 07:00:14+00:00,"Operatives infiltrated progressive groups across the West to try to manipulate politics and reshape the national electoral map. They targeted moderate Republicans, too — anyone seen as threats to hard-line conservatives.",https://www.nytimes.com/2021/06/25/us/politics/spies-conservatives-left-political-enemies.html,3608,"Operatives infiltrated progressive groups across the West to try to manipulate politics and reshape the national electoral map. They targeted moderate Republicans, too — anyone seen as threats to hard-line conservatives.",Washington,U.S.,Politics,News,By Mark Mazzetti and Adam Goldman,
"Infrastructure, Surfside, Giuliani: Your Thursday Evening Briefing",2021-06-24 21:30:50+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2021/06/24/briefing/infrastructure-surfside-giuliani.html,1062,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,By Will Dudding,
Dialogue Is Not Possible With ‘Opposing Views of Reality’,2021-06-24 16:30:51+00:00,Readers say today's Republican Party is too extreme to engage with. Also: Britney Spears; military aid to the Saudis; the Tokyo Olympics: moms and work; manicures.,https://www.nytimes.com/2021/06/24/opinion/letters/republicans-dialogue.html,1267,Readers say today's Republican Party is too extreme to engage with. Also: Britney Spears; military aid to the Saudis; the Tokyo Olympics: moms and work; manicures.,Letters,Opinion,Letters,Letter,,
Buffett Weighs In on Tax-Free Philanthropy,2021-06-24 11:09:58+00:00,"The Berkshire Hathaway chief, who has given away billions, asks whether donations should keep their special status.",https://www.nytimes.com/2021/06/24/business/dealbook/buffett-philanthropy-taxes.html,1701,"The Berkshire Hathaway chief, who has given away billions, asks whether donations should keep their special status.",Business,Business,DealBook,News,"By Andrew Ross Sorkin, Jason Karaian, Sarah Kessler, Stephen Gandel, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",
"OSHA issues a new Covid safety rule, but only for the health care industry.",2021-06-10 17:49:21+00:00,The Labor Department says it will issue optional guidance to other employers. Some advocacy groups say more is needed.,https://www.nytimes.com/2021/06/10/business/economy/osha-covid-rule.html,910,The Labor Department says it will issue optional guidance to other employers. Some advocacy groups say more is needed.,Business,Business,Economy,News,By Noam Scheiber,
"Memorial Day, Capitol Hill, French Open: Your Weekend Briefing",2021-05-30 10:25:17+00:00,Here’s what you need to know about the week’s top stories.,https://www.nytimes.com/2021/05/30/briefing/memorial-day-capitol-hill-french-open.html,1329,Here’s what you need to know about the week’s top stories.,NYTNow,Briefing,,briefing,By Remy Tumin and Marcus Payadue,
"Democrat or Republican, You Probably Love the Post Office",2021-05-28 23:00:06+00:00,A new bipartisan bill could help fix the U.S. Postal Service.,https://www.nytimes.com/2021/05/28/opinion/post-office-postal-service.html,952,A new bipartisan bill could help fix the U.S. Postal Service.,OpEd,Opinion,,Editorial,By The Editorial Board,
The Republicans and the Jan. 6 Commission,2021-05-28 20:41:26+00:00,The Jan. 6 commission; children killed in Gaza; the Wuhan lab theory; the Ohio vaccine lottery; ultramarathoner deaths; early motherhood; determined to live.,https://www.nytimes.com/2021/05/28/opinion/letters/republicans-jan-6.html,1400,The Jan. 6 commission; children killed in Gaza; the Wuhan lab theory; the Ohio vaccine lottery; ultramarathoner deaths; early motherhood; determined to live.,Letters,Opinion,Letters,Letter,,
Iran Clears Way for Hard-line Judiciary Chief to Become President,2021-05-28 20:19:25+00:00,"Potential rivals to Ebrahim Raisi, Ayatollah Khamenei’s favored choice, were barred from the June 18 election, and the remaining candidates do not present a serious challenge.",https://www.nytimes.com/2021/05/28/world/middleeast/iran-election-khamenei-raisi.html,1286,"Potential rivals to Ebrahim Raisi, Ayatollah Khamenei’s favored choice, were barred from the June 18 election, and the remaining candidates do not present a serious challenge.",Foreign,World,Middle East,News,By Farnaz Fassihi,
‘Democracy Is Truly in Crisis’,2021-05-27 17:49:53+00:00,Readers decry Republican efforts that they view as voter suppression. Also: Allocating vaccines; teaching our children about race.,https://www.nytimes.com/2021/05/27/opinion/letters/republicans-voting.html,843,Readers decry Republican efforts that they view as voter suppression. Also: Allocating vaccines; teaching our children about race.,Letters,Opinion,Letters,Letter,,
Wall Street Rebels Against Exxon,2021-05-27 11:39:52+00:00,A small activist investment fund scored a huge win.,https://www.nytimes.com/2021/05/27/business/dealbook/exxon-mobil-engine-no-1.html,1772,A small activist investment fund scored a huge win.,Business,Business,DealBook,News,"By Andrew Ross Sorkin, Jason Karaian, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",
Here’s a look at explaining the Wuhan lab-leak theory.,2021-05-27 11:05:49+00:00,,https://www.nytimes.com/2021/05/27/briefing/heres-a-look-at-explaining-the-wuhan-lab-leak-theory.html,653,,NYTNow,Briefing,,News,,
The Lab-Leak Theory,2021-05-27 10:24:05+00:00,David Leonhardt explains the debate over the Covid lab-leak theory.,https://www.nytimes.com/2021/05/27/briefing/lab-leak-theory-covid-origins.html,1546,We have an explainer.,NYTNow,Briefing,,briefing,By David Leonhardt,
G.O.P. Rivals Trade Insults in Chaotic N.Y.C. Mayoral Debate,2021-05-27 01:19:48+00:00,"Curtis Sliwa, the founder of the Guardian Angels, and Fernando Mateo, a restaurateur, yelled at each other repeatedly during the free-wheeling virtual debate.",https://www.nytimes.com/2021/05/26/nyregion/sliwa-mateo-debate-republican-mayor.html,987,"Curtis Sliwa, the founder of the Guardian Angels, and Fernando Mateo, a restaurateur, yelled at each other repeatedly during the free-wheeling virtual debate.",Metro,New York,,News,By Emma G. Fitzsimmons,
The State of California’s ‘State of Jefferson’,2021-05-26 13:00:49+00:00,A look at the fascination with secession in the state's rural far north.,https://www.nytimes.com/2021/05/26/us/california-jefferson-secession.html,1129,"Wednesday: In California’s rural far northern counties, furor for the recall has taken hold alongside the region’s fascination with secession.",National,U.S.,,briefing,By Shawn Hubler,
Overcrowded Border Jails Give Way to Packed Migrant Child Shelters,2021-05-07 23:40:07+00:00,"Federal documents indicate that while the Biden administration has cleared migrant children from border detention centers, now shelters run by the Department of Health and Human Services are strained.",https://www.nytimes.com/2021/05/07/us/politics/migrant-children-shelters.html,1442,"Federal documents indicate that while the Biden administration has cleared migrant children from border detention centers, now shelters run by the Department of Health and Human Services are strained.",Washington,U.S.,Politics,News,"By Eileen Sullivan, Zolan Kanno-Youngs and Luke Broadwater",
How Is the G.O.P. Angling to Attack Biden?,2021-04-29 22:28:52+00:00,"As Republicans search for a winning message, they’re trying out strategies both old and new.",https://www.nytimes.com/2021/04/29/us/politics/republicans-biden.html,1413,"As Republicans search for a winning message, they’re trying out strategies both old and new.",Politics,U.S.,Politics,News,By Giovanni Russonello,
Joe Biden Has the Vision. Now Chuck Schumer Has to Bring It to Life.,2021-04-29 16:08:29+00:00,"The Senate majority leader, marking his own 100 days in charge, is responsible for turning sweeping Democratic plans into law. It’s a tall order.",https://www.nytimes.com/2021/04/29/us/politics/biden-schumer-agenda.html,1457,"The Senate majority leader, marking his own 100 days in charge, is responsible for turning sweeping Democratic plans into law. It’s a tall order.",Washington,U.S.,Politics,News Analysis,By Carl Hulse,
President Biden Gives a Pep Talk for Still-Unusual Times,2021-04-29 12:15:27+00:00,"This address was “just a little bit different” from last year, because of the pandemic — and the change of speaker.",https://www.nytimes.com/2021/04/29/arts/television/president-biden-speech.html,991,"This address was “just a little bit different” from last year, because of the pandemic — and the change of speaker.",Culture,Arts,Television,News,By James Poniewozik,
"Biden’s Big Speech, by the Numbers",2021-04-29 11:44:46+00:00,Here’s how he plans to spend $4 trillion.,https://www.nytimes.com/2021/04/29/business/dealbook/biden-speech-taxes.html,1745,Here’s how he plans to spend $4 trillion.,Business,Business,DealBook,News,"By Andrew Ross Sorkin, Jason Karaian, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",
"At 100 Days, Biden Is Transforming What It Means to Be a Democrat",2021-04-29 09:00:34+00:00,"A lifelong centrist, President Biden has moved leftward with his party, and early in his tenure is driving the biggest expansion of American government in decades.",https://www.nytimes.com/2021/04/29/us/politics/biden-democrats.html,1818,"A lifelong centrist, President Biden has moved leftward with his party, and early in his tenure is driving the biggest expansion of American government in decades.",Politics,U.S.,Politics,News,By Lisa Lerer and Annie Karni,
Why Is So Much Money Moving to Miami?,2021-04-29 09:00:20+00:00,"The city might be sinking, but Mayor Francis Suarez is still luring tech bros there.",https://www.nytimes.com/2021/04/29/opinion/sway-kara-swisher-francis-suarez.html,275,"The city might be sinking, but Mayor Francis Suarez is still luring tech bros there.",OpEd,Opinion,,Op-Ed,By ‘Sway’,
Ron DeSantis Does Disease,2021-04-28 23:21:49+00:00,"Face it, Florida runs the universe.",https://www.nytimes.com/2021/04/28/opinion/desantis-cruise-lines-covid.html,873,"Face it, Florida runs the universe.",OpEd,Opinion,,Op-Ed,By Gail Collins,
Your Thursday Briefing,2021-04-28 21:05:01+00:00,The variants feeding India’s outbreak.,https://www.nytimes.com/2021/04/28/briefing/your-thursday-briefing.html,1232,The variants feeding India’s outbreak.,NYTNow,Briefing,,News,By Amelia Nierenberg,
A Bipartisan Schools Movement,2021-04-28 10:22:55+00:00,David Leonhardt on the bipartisan movement to expand education.,https://www.nytimes.com/2021/04/28/briefing/india-cdc-masks-alameda-california.html,1459,President Biden goes before Congress tonight to lay out his agenda.,NYTNow,Briefing,,briefing,By David Leonhardt,
What Biden’s First 100 Days Sounded Like,2021-04-28 08:01:19+00:00,"At The Daily, we have been keeping a close eye on how the early days of the Biden administration have been unfolding.",https://www.nytimes.com/interactive/2021/04/28/podcasts/biden-address-infrastructure.html,0,"At The Daily, we have been keeping a close eye on how the early days of the Biden administration have been unfolding.",,Podcasts,,Interactive Feature,,
The Biden Boom,2021-03-30 23:02:07+00:00,The president has a chance to supercharge the economy.,https://www.nytimes.com/2021/03/30/opinion/biden-stimulus-infrastructure.html,1212,The president has a chance to supercharge the economy.,OpEd,Opinion,,Op-Ed,By Thomas L. Friedman,
"Fourth Wave, Matt Gaetz, Lil Nas X: Your Tuesday Evening Briefing",2021-03-30 22:21:41+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2021/03/30/briefing/fourth-wave-matt-gaetz-lil-nas-x.html,1291,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,By Remy Tumin and Sarah Hughes,
"Republicans Have an Agenda All Right, and They Don’t Need Congress for It",2021-03-30 09:00:13+00:00,The G.O.P.’s program lives in the judiciary — and especially in the Supreme Court.,https://www.nytimes.com/2021/03/30/opinion/republican-party-supreme-court.html,1063,The G.O.P.’s program lives in the judiciary — and especially in the Supreme Court.,OpEd,Opinion,,Op-Ed,By Ian Millhiser,
"‘Babylon Berlin,’ Babylon America?",2021-03-30 09:00:12+00:00,How watching a TV show about Weimar Germany can help us interpret our own era.,https://www.nytimes.com/2021/03/30/opinion/babylon-berlin-weimar-america.html,1336,How watching a TV show about Weimar Germany can help us interpret our own era.,OpEd,Opinion,,Op-Ed,By Ross Douthat,
"Corrections: March 30, 2021",2021-03-30 04:44:09+00:00,"Corrections that appeared in print on Tuesday, March 30, 2021.",https://www.nytimes.com/2021/03/30/pageoneplus/corrections-march-30-2021.html,360,"Corrections that appeared in print on Tuesday, March 30, 2021.",Corrections,Corrections,,Correction,,
Sean Bean Talks About Derailing ‘Snowpiercer’,2021-03-30 03:00:07+00:00,"In an interview, the actor discussed Monday’s Season 2 finale, his character’s Trumpian qualities and whether he would be up for a “Game of Thrones” prequel.",https://www.nytimes.com/2021/03/29/arts/television/sean-bean-talks-about-derailing-snowpiercer.html,1595,"In an interview, the actor discussed Monday’s Season 2 finale, his character’s Trumpian qualities and whether he would be up for a “Game of Thrones” prequel.",Culture,Arts,Television,News,By Jennifer Vineyard,
Who Are Gavin Newsom’s Enemies?,2021-03-26 22:23:34+00:00,"California’s governor, once one of the most popular in the country, is fighting for his job. Here’s a look at what happened.",https://www.nytimes.com/2021/03/26/us/politics/gavin-newsom-recall.html,1273,"California’s governor, once one of the most popular in the country, is fighting for his job. Here’s a look at what happened.",Politics,U.S.,Politics,News,By Giovanni Russonello,
"Vaccines, Georgia, Beverly Cleary: Your Friday Evening Briefing",2021-03-26 21:45:14+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2021/03/26/briefing/vaccines-georgia-beverly-cleary-passover.html,1280,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,"By Remy Tumin and Jeremiah M. Bogert, Jr.",
Transcript: Ezra Klein Interviews Kristen Soltis Anderson,2021-03-26 12:50:03+00:00,The March 26 episode of “The Ezra Klein Show.”,https://www.nytimes.com/2021/03/26/podcasts/ezra-klein-podcast-kristen-soltis-anderson-transcript.html,11882,The March 26 episode of “The Ezra Klein Show.”,OpEd,Podcasts,,Op-Ed,,
The Covid Testing Slump,2021-03-26 10:20:30+00:00,David Leonhardt on the worrisome decline in Covid testing.,https://www.nytimes.com/2021/03/26/briefing/jessica-walter-suez-canal-usc-gynecologist.html,1618,Covid-19 testing is on the decline. That’s a problem.,NYTNow,Briefing,,briefing,By David Leonhardt,
"As Biden Urges Caution on Covid, Governors Split on How Fast to Reopen",2021-03-05 01:10:18+00:00,"Even within political parties, governors were taking different approaches as they tried to balance public health guidance with residents’ eagerness to get back to normal life.",https://www.nytimes.com/2021/03/04/us/covid-states-reopening-governors.html,1485,"Even within political parties, governors were taking different approaches as they tried to balance public health guidance with residents’ eagerness to get back to normal life.",National,U.S.,,News,"By Julie Bosman, Michael D. Shear and Reid J. Epstein",
Federal Scientists Plead for Pandemic Controls as Infection Declines Stall,2021-02-27 00:37:49+00:00,"“Now is not the time to relax restrictions,” the C.D.C. director, Rochelle Walensky, said, pointing to a leveling of coronavirus infections as governors move to lift pandemic restrictions.",https://www.nytimes.com/2021/02/26/us/politics/coronavirus-infection-rates.html,1628,"“Now is not the time to relax restrictions,” the C.D.C. director, Rochelle Walensky, said, pointing to a leveling of coronavirus infections as governors move to lift pandemic restrictions.",Washington,U.S.,Politics,News,By Sheryl Gay Stolberg,
How the Pandemic Nearly Tore Israel Apart,2021-02-25 10:00:33+00:00,Lockdowns brought tensions between secular and ultra-Orthodox communities to the boiling point. The political consequences could be felt for years to come.,https://www.nytimes.com/2021/02/25/magazine/how-the-pandemic-nearly-tore-israel-apart.html,7516,Lockdowns brought tensions between secular and ultra-Orthodox communities to the boiling point. The political consequences could be felt for years to come.,Magazine,Magazine,,News,By Ronen Bergman,
"As Biden Pushes for Racial Equity in Vaccination, Data Is Lagging",2021-02-09 23:39:02+00:00,"The administration has race and ethnicity data for just 52 percent of vaccine recipients. Next week, it will begin shipping doses directly to clinics in underserved communities.",https://www.nytimes.com/2021/02/09/us/politics/biden-vaccination-race-data.html,1062,"The administration has race and ethnicity data for just 52 percent of vaccine recipients. Next week, it will begin shipping doses directly to clinics in underserved communities.",Washington,U.S.,Politics,News,By Sheryl Gay Stolberg,
"It’s Been 10 Months, and I Still Don’t Know When to Replace My Mask!",2021-01-30 00:00:06+00:00,Practical pandemic guidance is still a huge problem.,https://www.nytimes.com/2021/01/29/opinion/coronavirus-masks.html,1849,Practical pandemic guidance is still a huge problem.,OpEd,Opinion,,Op-Ed,By Charlie Warzel and Zeynep Tufekci,
Who is Aleksei Navalny?,2021-01-29 18:38:44+00:00,"How we told the story of the Russian opposition leader on one of the most important weeks of his life. Plus, what to listen to this weekend.",https://www.nytimes.com/2021/01/29/podcasts/podcasts-recommendations-aleksei-navalny.html,939,"How we told the story of the Russian opposition leader on one of the most important weeks of his life. Plus, what to listen to this weekend.",Podcasts,Podcasts,,News,By Lauren Jackson,
Biden Moves Cautiously on Health Care,2021-01-29 12:00:04+00:00,“There’s nothing new that we’re doing here”: This is your morning tip sheet.,https://www.nytimes.com/2021/01/29/us/politics/biden-health-care-trump-obama.html,1543,“There’s nothing new that we’re doing here”: This is your morning tip sheet.,Politics,U.S.,Politics,News,By Giovanni Russonello,
Biden’s Health Care Moves,2021-01-29 11:28:27+00:00,"Make sense of the news, every day, with David Leonhardt.",https://www.nytimes.com/2021/01/29/briefing/novavax-vaccine-cicely-tyson-robinhood-gm.html,1719,And what else you need to know today.,NYTNow,Briefing,,briefing,By David Leonhardt,
A Conspiracy Theory Is Proved Wrong,2021-01-29 11:00:07+00:00,The inauguration of Joe Biden shattered the fundamentals of the baseless QAnon theory. What happens to its followers now?,https://www.nytimes.com/2021/01/29/podcasts/the-daily/qanon-conspiracy-theory-trump.html,364,The inauguration of Joe Biden shattered the fundamentals of the baseless QAnon theory. What happens to its followers now?,Podcasts,Podcasts,The Daily,News,,
The G.O.P. Is in a Doom Loop of Bizarro,2021-01-29 00:00:07+00:00,"But will it doom the rest of us, too?",https://www.nytimes.com/2021/01/28/opinion/republican-lies.html,872,"But will it doom the rest of us, too?",OpEd,Opinion,,Op-Ed,By Paul Krugman,
Swift Action by Biden to Reverse Trump Policies,2021-01-28 18:58:42+00:00,Readers have varied reactions to the president’s use of executive orders rather than waiting for Congress to act.,https://www.nytimes.com/2021/01/28/opinion/letters/biden-executive-orders.html,563,Readers have varied reactions to the president’s use of executive orders rather than waiting for Congress to act.,Letters,Opinion,Letters,Letter,,
Why Pennsylvania Republican Leaders Are All-In for Trump More Than Ever,2021-01-28 10:00:17+00:00,"Pennsylvania G.O.P. leaders have made loyalty to the defeated ex-president the sole organizing principle of the party, and would-be candidates are jockeying to prove they fought the hardest for him.",https://www.nytimes.com/2021/01/28/us/politics/pennsylvania-republicans-trump.html,1527,"Pennsylvania G.O.P. leaders have made loyalty to the defeated ex-president the sole organizing principle of the party, and would-be candidates are jockeying to prove they fought the hardest for him.",Politics,U.S.,Politics,News,By Trip Gabriel,
How Do We Regain Trust in Institutions?,2021-01-28 10:00:04+00:00,"In “Mistrust,” Ethan Zuckerman looks at the forces in American society trying to work around eroding systems, and those trying to build them back up.",https://www.nytimes.com/2021/01/28/books/review/ethan-zuckerman-mistrust.html,1075,"In “Mistrust,” Ethan Zuckerman looks at the forces in American society trying to work around eroding systems, and those trying to build them back up.",BookReview,Books,Book Review,Review,By Matthew Yglesias,
A Letter to My Conservative Friends,2021-01-28 00:00:05+00:00,"Hold us accountable, but please do the same for the charlatans who deceive you, use you and cheat you.",https://www.nytimes.com/2021/01/27/opinion/trump-supporters-conspiracy-theories.html,830,"Hold us accountable, but please do the same for the charlatans who deceive you, use you and cheat you.",OpEd,Opinion,,Op-Ed,By Nicholas Kristof,
Biden Unveils National Strategy That Trump Resisted,2021-01-21 10:00:31+00:00,"President Biden has a 200-page strategy to bolster production of vaccines, treatments and medical-grade protective gear while reaching out to communities of color.",https://www.nytimes.com/2021/01/21/us/politics/biden-coronavirus-response.html,1485,"President Biden has a 200-page strategy to bolster production of vaccines, treatments and medical-grade protective gear while reaching out to communities of color.",Washington,U.S.,Politics,News,By Sheryl Gay Stolberg,
Coronavirus Briefing: What Happened Today,2021-01-20 23:27:23+00:00,President Joe Biden began putting his plan to combat a pandemic into action.,https://www.nytimes.com/2021/01/20/us/coronavirus-today.html,1225,President Joe Biden began putting his plan to combat a pandemic into action.,NYTNow,U.S.,,News,By Jonathan Wolfe,
"One Year, 400,000 Coronavirus Deaths: How the U.S. Guaranteed Its Own Failure",2021-01-17 21:45:29+00:00,"After the White House declined to pursue a unified national strategy, governors faced off against lobbyists, health experts and a restless public consumed by misinformation.",https://www.nytimes.com/2021/01/17/us/covid-deaths-2020.html,4183,"After the White House declined to pursue a unified national strategy, governors faced off against lobbyists, health experts and a restless public consumed by misinformation.",National,U.S.,,News,"By Sarah Mervosh, Mike Baker, Patricia Mazzei and Mark Walker",
U.S. to Require Negative Virus Tests From International Air Passengers,2021-01-12 23:07:49+00:00,"Before they board planes to the U.S., passengers will have to produce proof that they are not infected or have recently recovered.",https://www.nytimes.com/2021/01/12/health/us-to-require-negative-virus-tests-from-international-air-passengers.html,690,"Before they board planes to the U.S., passengers will have to produce proof that they are not infected or have recently recovered.",Science,Health,,News,By Apoorva Mandavilli,
"As Virus Resurges in Africa, Doctors Fear the Worst Is Yet to Come",2020-12-26 08:00:19+00:00,"The coronavirus killed far fewer people in Africa than in Europe and the Americas. Now, a tide of new cases on the continent is raising alarms.",https://www.nytimes.com/2020/12/26/world/africa/africa-coronavirus-pandemic.html,3222,"The coronavirus killed far fewer people in Africa than in Europe and the Americas, leading to a widespread perception that it was a disease of the West. Now, a tide of new cases on the continent is raising alarms.",Investigative,World,Africa,News,By Sheri Fink,
Trump Officials Push Ambitious Vaccine Timeline as California Locks Down,2020-12-07 01:43:57+00:00,Millions in California went into lockdown for at least three weeks today as federal officials said a vaccine could be distributed to as many as 24 million people by January.,https://www.nytimes.com/2020/12/06/us/politics/covid-vaccine-timeline-california.html,1900,"As cases surge and hospital beds fill up, federal officials said a vaccine could be distributed to as many as 24 million people by mid-January.",Washington,U.S.,Politics,News,"By Michael D. Shear, Apoorva Mandavilli and Jill Cowan",
"As Virus Spreads, C.D.C. Draws Up an Urgent Battle Plan",2020-12-04 23:34:25+00:00,"The multipronged advice, for individuals and state and local officials, may augur a national strategy in the months to come, experts said.",https://www.nytimes.com/2020/12/04/health/coronavirus-cdc-recommendations.html,1218,"The multipronged advice, for individuals and state and local officials, may augur a national strategy in the months to come, experts said.",Science,Health,,News,By Roni Caryn Rabin and Apoorva Mandavilli,
"Thanksgiving, Coronavirus, Presidential Transition: Your Weekend Briefing",2020-11-22 11:03:53+00:00,Here’s what you need to know about the week’s top stories.,https://www.nytimes.com/2020/11/22/briefing/thanksgiving-coronavirus-presidential-transition-your-weekend-briefing.html,1377,Here’s what you need to know about the week’s top stories.,NYTNow,Briefing,,briefing,By Remy Tumin and Judith Levitt,
A Washington Tragedy,2020-11-19 23:59:27+00:00,Hundreds of thousands of Americans have died. Coronavirus cases are surging again. There’s still no federal plan.,https://www.nytimes.com/2020/11/19/us/politics/trump-coronavirus-plan.html,1285,Hundreds of thousands of Americans have died. Coronavirus cases are surging again. There’s still no federal plan.,Politics,U.S.,Politics,News,By Lisa Lerer,
Biden Implores Trump to Confront a Surging Pandemic,2020-11-14 00:22:39+00:00,President Trump broke his near-total silence on the coronavirus on Friday with an appearance in the Rose Garden in which he threatened to deny New York access to a vaccine.,https://www.nytimes.com/2020/11/13/us/politics/biden-trump-coronavirus-transition.html,1271,President Trump broke his near-total silence on the coronavirus on Friday with an appearance in the Rose Garden in which he threatened to deny New York access to a vaccine.,Washington,U.S.,Politics,News,By Michael D. Shear,
The Surging Coronavirus Finds a Federal Leadership Vacuum,2020-11-11 10:00:21+00:00,"The winter wave has been anticipated for months. Now that it’s here, health officials worry once again about strategy and supplies.",https://www.nytimes.com/2020/11/11/us/politics/coronavirus-surge-trump.html,1847,"The winter wave has been anticipated for months. Now that it’s here, health officials worry once again about strategy and supplies.",Washington,U.S.,Politics,News,"By Sheryl Gay Stolberg, Noah Weiland, Sharon LaFraniere and Andrew Jacobs",
U.S. Says Virus Can’t Be Controlled. China Aims to Prove It Wrong.,2020-10-30 14:24:48+00:00,China’s approach to keep Covid-19 at bay has helped restore confidence and allowed businesses to reopen. But it is a strategy steeped in authoritarianism.,https://www.nytimes.com/2020/10/30/world/asia/china-covid-coronavirus.html,1397,China’s approach to keep Covid-19 at bay has helped restore confidence and allowed businesses to reopen. But it is a strategy steeped in authoritarianism.,Foreign,World,Asia Pacific,News,By Javier C. Hernández,
How Trump and Bolsonaro Broke Latin America’s Covid-19 Defenses,2020-10-27 07:00:22+00:00,"The two presidents drove out 10,000 Cuban doctors and nurses. They defunded the region’s leading health agency. They wrongly pushed hydroxychloroquine as a cure.",https://www.nytimes.com/2020/10/27/world/trump-bolsonaro-coronavirus-latin-america.html,3336,"The two presidents drove out 10,000 Cuban doctors and nurses. They defunded the region’s leading health agency. They wrongly pushed hydroxychloroquine as a cure.",Foreign,World,,News,By David D. Kirkpatrick and José María León Cabrera,
The Trump Administration Shut a Vaccine Safety Office Last Year. What’s the Plan Now?,2020-10-23 19:35:38+00:00,Experts say plans to track coronavirus vaccines in the U.S. are fragmented: “We don’t even know who’s in charge.”,https://www.nytimes.com/2020/10/23/health/covid-vaccine-safety.html,1782,The office was dedicated to the long-term safety of vaccines. Experts say plans to track coronavirus vaccines are fragmented and “behind the eight ball.”,Science,Health,,News,By Carl Zimmer,
America and the Virus: ‘A Colossal Failure of Leadership’,2020-10-22 09:00:18+00:00,"In its destruction of American lives, treasure and well-being, this pandemic marks the greatest failure of U.S. governance since Vietnam.",https://www.nytimes.com/2020/10/22/opinion/sunday/coronavirus-united-states.html,2704,"In its destruction of American lives, treasure and well-being, this pandemic marks the greatest failure of U.S. governance since Vietnam.",OpEd,Opinion,Sunday Opinion,Op-Ed,By Nicholas Kristof,
Trump’s Antibody ‘Cure’ Will Be in Short Supply,2020-10-20 19:46:41+00:00,"All the weak points of American health care — testing delays, communication breakdowns and inequity — are working against this potential treatment.",https://www.nytimes.com/2020/10/20/health/covid-antibody-regeneron.html,1646,"All the weak points of American health care — testing delays, communication breakdowns, inequity — are working against this potential treatment.",Science,Health,,News,By Katie Thomas,
What Fans of ‘Herd Immunity’ Don’t Tell You,2020-10-19 09:00:11+00:00,A proposal to let people with low risk of infection live without constraint could lead to a million or more preventable deaths.,https://www.nytimes.com/2020/10/19/opinion/coronavirus-herd-immunity.html,1323,A proposal to let people with low risk of infection live without constraint could lead to a million or more preventable deaths.,OpEd,Opinion,,Op-Ed,By John M. Barry,
Coronavirus Briefing: What Happened Today,2020-10-12 22:12:24+00:00,What the near future may hold,https://www.nytimes.com/2020/10/12/us/coronavirus-today.html,1236,What the near future may hold,NYTNow,U.S.,,briefing,By Jonathan Wolfe,
"A Dose of Optimism, as the Pandemic Rages On",2020-10-12 15:27:09+00:00,"The months ahead will be difficult. But the medical cavalry is coming, and the rest of us know what we need to do.",https://www.nytimes.com/2020/10/12/health/coronavirus-pandemic-vaccine-optimism.html,2454,"The months ahead will be difficult. But the medical cavalry is coming, and the rest of us know what we need to do.",Science,Health,,News,By Donald G. McNeil Jr.,
"First, a Vaccine Approval. Then ‘Chaos and Confusion.’",2020-10-12 15:22:32+00:00,"Come spring, Americans may have their choice of several so-so coronavirus vaccines — with no way of knowing which one is best.",https://www.nytimes.com/2020/10/12/health/covid-vaccines.html,1836,"Come spring, Americans may have their choice of several so-so coronavirus vaccines — with no way of knowing which one is best.",Science,Health,,News,By Carl Zimmer,
White House Blocked C.D.C. From Requiring Masks on Public Transportation,2020-10-09 22:19:08+00:00,"The order would have mandated that both passengers and employees wear face coverings on planes, trains, buses and subways and in airports, stations and depots.",https://www.nytimes.com/2020/10/09/health/coronavirus-covid-masks-cdc.html,865,"The order would have mandated that both passengers and employees wear face coverings on planes, trains, buses and subways and in airports, stations and depots.",Science,Health,,News,By Sheila Kaplan,
Coronavirus Briefing: What Happened Today,2020-10-08 23:40:04+00:00,The coronavirus treatment President Trump praised as his “cure” was created using a cell line derived from an aborted fetus.,https://www.nytimes.com/2020/10/08/us/08coronavirus-today.html,1233,The coronavirus treatment President Trump praised as his “cure” was created using a cell line derived from an aborted fetus.,NewsDesk,U.S.,,briefing,By Jonathan Wolfe,
